D:\MassHunter\GCMS\1\data\2026\04\0417-29614-塑料方法验证\PAHS C6.D Sat Apr 18 03:08:47 2026
Start of data points
1.58728	898
1.59323	904
1.59918	915
1.60513	920
1.61108	916
1.61702	890
1.62297	914
1.62892	10124
1.63487	156083
1.64080	147175
1.64675	6421
1.65270	1018
1.65865	962
1.66458	945
1.67053	933
1.67648	925
1.68243	917
1.68837	908
1.69432	907
1.70027	901
1.70622	906
1.71215	908
1.71810	899
1.72405	892
1.73000	895
1.73595	899
1.74188	888
1.74783	894
1.75378	897
1.75973	918
1.76567	927
1.77162	944
1.77757	968
1.78352	932
1.78945	898
1.79540	893
1.80135	1282
1.80730	2163
1.81323	1209
1.81918	953
1.82513	920
1.83108	900
1.83702	890
1.84297	884
1.84892	876
1.85487	873
1.86082	878
1.86675	872
1.87270	872
1.87865	865
1.88460	871
1.89053	866
1.89648	864
1.90243	854
1.90838	865
1.91432	865
1.92027	863
1.92622	858
1.93217	852
1.93810	854
1.94405	860
1.95000	858
1.95595	852
1.96188	860
1.96783	862
1.97378	871
1.97973	862
1.98567	854
1.99162	852
1.99757	857
2.00352	855
2.00947	856
2.01540	851
2.02135	855
2.02730	862
2.03325	858
2.03918	867
2.04513	865
2.05108	872
2.05703	871
2.06297	888
2.06892	911
2.07487	882
2.08082	866
2.08675	861
2.09270	859
2.09865	854
2.10460	861
2.11053	890
2.11648	921
2.12243	879
2.12838	866
2.13433	928
2.14027	960
2.14622	872
2.15217	862
2.15812	855
2.16405	855
2.17000	858
2.17595	854
2.18190	861
2.18783	866
2.19378	884
2.19973	872
2.20568	869
2.21162	867
2.21757	874
2.22352	884
2.22947	869
2.23540	868
2.24135	928
2.24730	1589
2.25325	8691
2.25920	15192
2.26513	4755
2.27108	1033
2.27703	876
2.28298	860
2.28892	855
2.29487	859
2.30082	849
2.30677	858
2.31270	863
2.31865	865
2.32460	858
2.33055	858
2.33648	850
2.34243	853
2.34838	853
2.35433	851
2.36027	851
2.36622	860
2.37217	857
2.37812	855
2.38407	854
2.39000	851
2.39595	850
2.40190	852
2.40785	853
2.41378	849
2.41973	853
2.42568	855
2.43163	846
2.43757	851
2.44352	857
2.44947	870
2.45542	1758
2.46135	11992
2.46730	23527
2.47325	34169
2.47920	40896
2.48513	27779
2.49108	16775
2.49703	11378
2.50298	8453
2.50893	6219
2.51487	5073
2.52082	4369
2.52677	3633
2.53272	3151
2.53865	2843
2.54460	2509
2.55055	2344
2.55650	2124
2.56243	1946
2.56838	1827
2.57433	1745
2.58028	1649
2.58622	1570
2.59217	1514
2.59812	1453
2.60407	1417
2.61000	1384
2.61595	1340
2.62190	1298
2.62785	1266
2.63380	1244
2.63973	1231
2.64568	1200
2.65163	1173
2.65758	1161
2.66352	1145
2.66947	1136
2.67542	1140
2.68137	1158
2.68730	1114
2.69325	1096
2.69920	1066
2.70515	1068
2.71108	1052
2.71703	1037
2.72298	1032
2.72893	1029
2.73487	1039
2.74082	1055
2.74677	1030
2.75272	1010
2.75867	1000
2.76460	992
2.77055	981
2.77650	974
2.78245	977
2.78838	964
2.79433	970
2.80028	969
2.80623	972
2.81217	963
2.81812	964
2.82407	955
2.83002	956
2.83595	962
2.84190	951
2.84785	948
2.85380	943
2.85973	942
2.86568	948
2.87163	953
2.87758	942
2.88353	941
2.88947	929
2.89542	935
2.90137	935
2.90732	930
2.91325	923
2.91920	925
2.92515	929
2.93110	932
2.93703	927
2.94298	928
2.94893	921
2.95488	923
2.96082	935
2.96677	930
2.97272	911
2.97867	916
2.98460	919
2.99055	923
2.99650	939
3.00245	940
3.00838	934
3.01433	1018
3.02028	1529
3.02623	2094
3.03218	1538
3.03812	1023
3.04407	912
3.05002	909
3.05597	903
3.06190	909
3.06785	903
3.07380	904
3.07975	907
3.08568	910
3.09163	906
3.09758	903
3.10353	906
3.10947	904
3.11542	911
3.12137	912
3.12732	905
3.13325	903
3.13920	905
3.14515	896
3.15110	901
3.15705	899
3.16298	894
3.16893	896
3.17488	893
3.18083	898
3.18677	896
3.19272	899
3.19867	896
3.20462	905
3.21055	898
3.21650	904
3.22245	907
3.22840	915
3.23433	907
3.24028	899
3.24623	895
3.25218	894
3.25812	902
3.26407	904
3.27002	900
3.27597	899
3.28192	896
3.28785	902
3.29380	896
3.29975	905
3.30570	902
3.31163	901
3.31758	911
3.32353	915
3.32948	921
3.33542	926
3.34137	932
3.34732	927
3.35327	934
3.35920	929
3.36515	933
3.37110	929
3.37705	925
3.38298	932
3.38893	940
3.39488	924
3.40083	912
3.40678	908
3.41272	897
3.41867	904
3.42462	906
3.43057	907
3.43650	908
3.44245	917
3.44840	915
3.45435	920
3.46028	916
3.46623	921
3.47218	911
3.47813	903
3.48407	909
3.49002	913
3.49597	920
3.50192	913
3.50785	920
3.51380	923
3.51975	922
3.52570	918
3.53165	920
3.53758	925
3.54353	923
3.54948	920
3.55543	938
3.56137	934
3.56732	921
3.57327	923
3.57922	939
3.58515	937
3.59110	927
3.59705	930
3.60300	932
3.60893	936
3.61488	934
3.62083	928
3.62678	925
3.63272	1019
3.63867	3478
3.64462	19978
3.65057	36247
3.65652	28906
3.66245	17389
3.66840	10558
3.67435	7309
3.68030	5627
3.68623	4545
3.69218	3803
3.69813	3042
3.70408	2631
3.71002	2340
3.71597	2073
3.72192	1914
3.72787	1813
3.73380	1775
3.73975	1635
3.74570	1550
3.75165	1496
3.75758	1521
3.76353	1611
3.76948	1787
3.77543	1795
3.78138	4427
3.78732	21731
3.79327	46002
3.79922	41887
3.80517	24289
3.81110	13865
3.81705	9128
3.82300	6394
3.82895	4846
3.83488	3731
3.84083	3122
3.84678	2797
3.85273	2450
3.85867	2161
3.86462	2091
3.87057	1892
3.87652	1735
3.88245	1641
3.88840	1564
3.89435	1494
3.90030	1431
3.90625	1383
3.91218	1358
3.91813	1288
3.92408	1250
3.93003	1256
3.93597	1222
3.94192	1200
3.94787	1190
3.95382	1165
3.95975	1142
3.96570	1139
3.97165	1128
3.97760	1124
3.98353	1117
3.98948	1110
