D:\MassHunter\GCMS\1\data\2026\05\0515\MOCA C1.D Sat May 16 09:11:52 2026
Start of data points
3.09438	79243
3.09797	79336
3.10155	79754
3.10515	80140
3.10873	80214
3.11232	79029
3.11592	78627
3.11950	77394
3.12308	76716
3.12668	76776
3.13027	77213
3.13385	77601
3.13745	77219
3.14103	77285
3.14462	77413
3.14822	77089
3.15180	77185
3.15538	75273
3.15898	74820
3.16257	74014
3.16615	73683
3.16975	73479
3.17333	73858
3.17692	74987
3.18052	76358
3.18410	78468
3.18768	81532
3.19127	88060
3.19487	97140
3.19845	108047
3.20203	120461
3.20563	132466
3.20922	139707
3.21280	143121
3.21640	140654
3.21998	133018
3.22357	122457
3.22717	112724
3.23075	104284
3.23433	96541
3.23793	90984
3.24152	87444
3.24510	84426
3.24870	81676
3.25228	78779
3.25587	76639
3.25947	75197
3.26305	72502
3.26663	70300
3.27023	69224
3.27382	68849
3.27740	68527
3.28100	68055
3.28458	67182
3.28817	66898
3.29175	67335
3.29535	67383
3.29893	66270
3.30252	63895
3.30612	63458
3.30970	62972
3.31328	61961
3.31688	60947
3.32047	60644
3.32405	60692
3.32765	60654
3.33123	60366
3.33482	60486
3.33842	59696
3.34200	58874
3.34558	58844
3.34918	58876
3.35277	59599
3.35635	59040
3.35995	57895
3.36353	57497
3.36712	56963
3.37072	57279
3.37430	57639
3.37788	57205
3.38148	57731
3.38507	56700
3.38865	56057
3.39223	56225
3.39583	55601
3.39942	54702
3.40300	54538
3.40660	54728
3.41018	54673
3.41377	53547
3.41737	52021
3.42095	52089
3.42453	52095
3.42813	51891
3.43172	52164
3.43530	53758
3.43890	54006
3.44248	54036
3.44607	54401
3.44967	54757
3.45325	54725
3.45683	53908
3.46043	53000
3.46402	53192
3.46760	53611
3.47120	52787
3.47478	52440
3.47837	52336
3.48197	52448
3.48555	52502
3.48913	52194
3.49272	51952
3.49632	51957
3.49990	52323
3.50348	52245
3.50708	52370
3.51067	52331
3.51425	52535
3.51785	52754
3.52143	52754
3.52502	52608
3.52862	52888
3.53220	52800
3.53578	52290
3.53938	52181
3.54297	52477
3.54655	53343
3.55015	54231
3.55373	53943
3.55732	52920
3.56092	51893
3.56450	51275
3.56808	51188
3.57168	50913
3.57527	50595
3.57885	50486
3.58245	51037
3.58603	51579
3.58962	51613
3.59320	51147
3.59680	50139
3.60038	50095
3.60397	50139
3.60757	49959
3.61115	49688
3.61473	49370
3.61833	49855
3.62192	49528
3.62550	49549
3.62910	49231
3.63268	48988
3.63627	49406
3.63987	49563
3.64345	50104
3.64703	50658
3.65063	49496
3.65422	49461
3.65780	49504
3.66140	50545
3.66498	50753
3.66857	50312
3.67217	49551
3.67575	49193
3.67933	49589
3.68292	50011
3.68652	50295
3.69010	50058
3.69368	50143
3.69728	50933
3.70087	50790
3.70445	49691
3.70805	49347
3.71163	49606
3.71522	50499
3.71882	52138
3.72240	53509
3.72598	53730
3.72958	52652
3.73317	51532
3.73675	50969
3.74035	51241
3.74393	51341
3.74752	51458
3.75112	51193
3.75470	50843
3.75828	51372
3.76188	52165
3.76547	51926
3.76905	51226
3.77265	50305
3.77623	49987
3.77982	49705
3.78340	49643
3.78700	49762
3.79058	49414
3.79417	49593
3.79777	49608
3.80135	49143
3.80493	48946
3.80853	49144
3.81212	49483
3.81570	49915
3.81930	50239
3.82288	50410
3.82647	50002
3.83007	49269
3.83365	49304
3.83723	48618
3.84083	47486
3.84442	47507
3.84800	47835
3.85160	48852
3.85518	50062
3.85877	50550
3.86237	50930
3.86595	50923
3.86953	50056
3.87313	49373
3.87672	49540
3.88030	48897
3.88390	48739
3.88748	49238
3.89107	49971
3.89465	49198
3.89825	48139
3.90183	47399
3.90542	47460
3.90902	48108
3.91260	48328
3.91618	49083
3.91978	48812
3.92337	48729
3.92695	48253
3.93055	48638
3.93413	49248
3.93772	49842
3.94132	50321
3.94490	49894
3.94848	49826
3.95208	49425
3.95567	49601
3.95925	49114
3.96285	48711
3.96643	48432
3.97002	48600
3.97362	49089
3.97720	49105
3.98078	48749
3.98437	47577
3.98797	46974
3.99155	47832
3.99513	48839
3.99873	49242
4.00232	50164
4.00590	52870
4.00950	57142
4.01308	61708
4.01667	67038
4.02027	69115
4.02385	66932
4.02743	62231
4.03103	57986
4.03462	55042
4.03820	53772
4.04180	52531
4.04538	52025
4.04897	50952
4.05257	51044
4.05615	50872
4.05973	50435
4.06333	50359
4.06692	50530
4.07050	49786
4.07410	50269
4.07768	50083
4.08127	49413
4.08485	49361
4.08845	49783
4.09203	50789
4.09562	51257
4.09922	52631
4.10280	54164
4.10638	55478
4.10998	56958
4.11357	58089
4.11715	57671
4.12075	57291
4.12433	57155
4.12792	56203
4.13152	54798
4.13510	54590
4.13868	53566
4.14228	53841
4.14587	53796
4.14945	53483
4.15305	53852
4.15663	53218
4.16022	53311
4.16382	54454
4.16740	55087
4.17098	54716
4.17458	53716
4.17817	52976
4.18175	53410
4.18533	54340
4.18893	55010
4.19252	54707
4.19610	54547
4.19970	54333
4.20328	53111
4.20687	51593
4.21047	51453
4.21405	51500
4.21763	51731
4.22123	52175
4.22482	51892
4.22840	51758
4.23200	52050
4.23558	52441
4.23917	52778
4.24277	53047
4.24635	53433
4.24993	52986
4.25353	52822
4.25712	53589
4.26070	53943
4.26430	54100
4.26788	53450
4.27147	53547
4.27507	52556
4.27865	52546
4.28223	53032
4.28582	53500
4.28942	53068
4.29300	53010
4.29658	52982
4.30018	53653
4.30377	54135
4.30735	54012
4.31095	53569
4.31453	53826
4.31812	54076
4.32172	54245
4.32530	53683
4.32888	53219
4.33248	53288
4.33607	52827
4.33965	52760
4.34325	53024
4.34683	54102
4.35042	53788
4.35402	54113
4.35760	54225
4.36118	54348
4.36478	53914
4.36837	53298
4.37195	53670
4.37555	54445
4.37913	53916
4.38272	53437
4.38630	54040
4.38990	54426
4.39348	54461
4.39707	54256
4.40067	53965
4.40425	54120
4.40783	54508
4.41143	55422
4.41502	55773
4.41860	55165
4.42220	54390
4.42578	54155
4.42937	54300
4.43297	54199
4.43655	54569
4.44013	54570
4.44373	54225
4.44732	54138
4.45090	54596
4.45450	55577
4.45808	56631
4.46167	57488
4.46527	57134
4.46885	55914
4.47243	56014
4.47603	56691
4.47962	56826
4.48320	56813
4.48678	56505
4.49038	55662
4.49397	55215
4.49755	55104
4.50115	55230
4.50473	54771
4.50832	55155
4.51192	56331
4.51550	57625
4.51908	58202
4.52268	58614
4.52627	59532
4.52985	60283
4.53345	60917
4.53703	61032
4.54062	60035
4.54422	59529
4.54780	58988
4.55138	58222
4.55498	57669
4.55857	58086
4.56215	57153
4.56575	56731
4.56933	57149
4.57292	57813
4.57652	58116
4.58010	58305
4.58368	58518
4.58727	58907
4.59087	59358
4.59445	60013
4.59803	60955
4.60163	60737
4.60522	60156
4.60880	60218
4.61240	66679
4.61598	107411
4.61957	275598
4.62317	775172
4.62675	1842765
4.63033	3467565
4.63393	5131890
4.63752	6086990
4.64110	5947267
4.64470	4959836
4.64828	3677221
4.65187	2556401
4.65547	1724742
4.65905	1201030
4.66263	875002
4.66623	662784
4.66982	520986
4.67340	441296
4.67698	420106
4.68058	452356
4.68417	515850
4.68775	582275
4.69135	610254
4.69493	576684
4.69852	488075
4.70212	382961
4.70570	290136
4.70928	223726
4.71288	182601
4.71647	155739
4.72005	139238
4.72365	128771
4.72723	121825
4.73082	115438
4.73442	109434
4.73800	105087
4.74158	104658
4.74518	106521
4.74877	110989
4.75235	119133
4.75595	126290
4.75953	127230
4.76312	117617
4.76672	106493
4.77030	98578
4.77388	92823
4.77747	88385
4.78107	85544
4.78465	83072
4.78823	81852
4.79183	81768
4.79542	81036
4.79900	81494
4.80260	81788
4.80618	81549
4.80977	80641
4.81337	79281
4.81695	78809
4.82053	79118
4.82413	79647
4.82772	81176
4.83130	86074
4.83490	102908
4.83848	144686
4.84207	217056
4.84567	315835
4.84925	414318
4.85283	481895
4.85643	501813
4.86002	477458
4.86360	425455
4.86720	363825
4.87078	307340
4.87437	261382
