D:\MassHunter\GCMS\1\data\2026\04\0417\PAHS C2.D Fri Apr 17 18:25:51 2026
Start of data points
1.58717,1154
1.59310,1163
1.59905,1194
1.60500,1206
1.61095,1199
1.61688,1188
1.62283,1101
1.62878,1060
1.63473,1327
1.64067,3193
1.64662,2485
1.65257,1171
1.65852,1067
1.66447,1062
1.67040,1063
1.67635,1056
1.68230,1061
1.68825,1054
1.69418,1049
1.70013,1060
1.70608,1051
1.71203,1061
1.71797,1064
1.72392,1052
1.72987,1056
1.73582,1053
1.74175,1049
1.74770,1040
1.75365,1042
1.75960,1057
1.76553,1080
1.77148,1081
1.77743,1101
1.78338,1090
1.78933,1064
1.79527,1046
1.80122,1063
1.80717,2046
1.81312,2502
1.81905,1237
1.82500,1100
1.83095,1074
1.83690,1048
1.84283,1047
1.84878,1035
1.85473,1027
1.86068,1030
1.86662,1017
1.87257,1014
1.87852,1015
1.88447,1016
1.89040,1014
1.89635,1017
1.90230,1018
1.90825,1008
1.91420,1017
1.92013,1005
1.92608,1017
1.93203,1002
1.93798,1017
1.94392,1009
1.94987,1005
1.95582,1014
1.96177,1014
1.96770,1006
1.97365,997
1.97960,1005
1.98555,1000
1.99148,1007
1.99743,1007
2.00338,1007
2.00933,1002
2.01527,1001
2.02122,1011
2.02717,1023
2.03312,1013
2.03905,1012
2.04500,1005
2.05095,1026
2.05690,1052
2.06285,1049
2.06878,1106
2.07473,1093
2.08068,1042
2.08663,1019
2.09257,1009
2.09852,1013
2.10447,1016
2.11042,1003
2.11635,1006
2.12230,1017
2.12825,1012
2.13420,1094
2.14013,1366
2.14608,1176
2.15203,1007
2.15798,1006
2.16392,1003
2.16987,1008
2.17582,1004
2.18177,1009
2.18772,1044
2.19365,1092
2.19960,1063
2.20555,1033
2.21150,1014
2.21743,1005
2.22338,1031
2.22933,1030
2.23528,1009
2.24122,1082
2.24717,1229
2.25312,1160
2.25907,1207
2.26500,1118
2.27095,1005
2.27690,985
2.28285,980
2.28878,975
2.29473,975
2.30068,977
2.30663,974
2.31258,1005
2.31852,1030
2.32447,1008
2.33042,992
2.33637,981
2.34230,1013
2.34825,1029
2.35420,1006
2.36015,1000
2.36608,986
2.37203,990
2.37798,981
2.38393,986
2.38987,988
2.39582,988
2.40177,980
2.40772,991
2.41365,990
2.41960,985
2.42555,988
2.43150,982
2.43745,985
2.44338,986
2.44933,1001
2.45528,1470
2.46123,11633
2.46717,27888
2.47312,20512
2.47907,13059
2.48502,8640
2.49095,5262
2.49690,3687
2.50285,2866
2.50880,2442
2.51473,2124
2.52068,1919
2.52663,1752
2.53258,1639
2.53852,1528
2.54447,1467
2.55042,1417
2.55637,1431
2.56232,1354
2.56825,1313
2.57420,1275
2.58015,1243
2.58610,1208
2.59203,1213
2.59798,1194
2.60393,1181
2.60988,1181
2.61582,1155
2.62177,1152
2.62772,1144
2.63367,1122
2.63960,1124
2.64555,1125
2.65150,1125
2.65745,1125
2.66338,1111
2.66933,1111
2.67528,1123
2.68123,1187
2.68718,1184
2.69312,1130
2.69907,1099
2.70502,1093
2.71097,1085
2.71690,1080
2.72285,1081
2.72880,1077
2.73475,1099
2.74068,1156
2.74663,1175
2.75258,1096
2.75853,1069
2.76447,1060
2.77042,1053
2.77637,1075
2.78232,1059
2.78825,1058
2.79420,1064
2.80015,1065
2.80610,1068
2.81205,1073
2.81798,1070
2.82393,1062
2.82988,1071
2.83583,1071
2.84177,1055
2.84772,1052
2.85367,1047
2.85962,1044
2.86555,1054
2.87150,1045
2.87745,1046
2.88340,1042
2.88933,1049
2.89528,1045
2.90123,1043
2.90718,1035
2.91312,1042
2.91907,1074
2.92502,1081
2.93097,1091
2.93692,1060
2.94285,1054
2.94880,1054
2.95475,1050
2.96070,1072
2.96663,1085
2.97258,1077
2.97853,1084
2.98448,1096
2.99042,1100
2.99637,1118
3.00232,1120
3.00827,1111
3.01420,1092
3.02015,1116
3.02610,1176
3.03205,1172
3.03798,1111
3.04393,1081
3.04988,1063
3.05583,1054
3.06177,1048
3.06772,1052
3.07367,1036
3.07962,1045
3.08557,1045
3.09150,1045
3.09745,1052
3.10340,1049
3.10935,1042
3.11528,1040
3.12123,1042
3.12718,1052
3.13313,1052
3.13907,1055
3.14502,1045
3.15097,1031
3.15692,1041
3.16285,1043
3.16880,1052
3.17475,1047
3.18070,1037
3.18663,1042
3.19258,1033
3.19853,1039
3.20448,1035
3.21043,1041
3.21637,1045
3.22232,1042
3.22827,1060
3.23422,1054
3.24015,1055
3.24610,1058
3.25205,1057
3.25800,1061
3.26393,1058
3.26988,1048
3.27583,1052
3.28178,1051
3.28772,1039
3.29367,1041
3.29962,1054
3.30557,1072
3.31150,1075
3.31745,1077
3.32340,1115
3.32935,1147
3.33530,1146
3.34123,1123
3.34718,1110
3.35313,1101
3.35908,1125
3.36502,1127
3.37097,1091
3.37692,1082
3.38287,1098
3.38880,1105
3.39475,1093
3.40070,1085
3.40665,1080
3.41258,1081
3.41853,1080
3.42448,1067
3.43043,1063
3.43637,1066
3.44232,1066
3.44827,1076
3.45422,1074
3.46017,1074
3.46610,1088
3.47205,1069
3.47800,1065
3.48395,1066
3.48988,1069
3.49583,1063
3.50178,1057
3.50773,1067
3.51367,1081
3.51962,1078
3.52557,1087
3.53152,1092
3.53745,1079
3.54340,1079
3.54935,1071
3.55530,1073
3.56123,1071
3.56718,1083
3.57313,1088
3.57908,1097
3.58503,1098
3.59097,1085
3.59692,1067
3.60287,1080
3.60882,1072
3.61475,1072
3.62070,1087
3.62665,1102
3.63260,1143
3.63853,1500
3.64448,3261
3.65043,5453
3.65638,4522
3.66232,2916
3.66827,2144
3.67422,1789
3.68017,1599
3.68610,1437
3.69205,1351
3.69800,1295
3.70395,1240
3.70990,1200
3.71583,1200
3.72178,1205
3.72773,1204
3.73368,1191
3.73962,1171
3.74557,1174
3.75152,1191
3.75747,1206
3.76340,1240
3.76935,1256
3.77530,1284
3.78125,1598
3.78718,3776
3.79313,6792
3.79908,6219
3.80503,3771
3.81097,2378
3.81692,1846
3.82287,1583
3.82882,1471
3.83477,1399
3.84070,1366
3.84665,1300
3.85260,1258
3.85855,1263
3.86448,1267
3.87043,1224
3.87638,1176
3.88233,1158
3.88827,1158
3.89422,1154
3.90017,1138
3.90612,1134
3.91205,1134
3.91800,1127
3.92395,1124
3.92990,1120
3.93583,1108
3.94178,1108
3.94773,1108
3.95368,1099
3.95963,1095
3.96557,1112
3.97152,1114
3.97747,1123
3.98342,1116
3.98935,1128
3.99530,1124
4.00125,1108
4.00720,1107
4.01313,1099
4.01908,1100
4.02503,1107
4.03098,1123
4.03692,1127
4.04287,1123
4.04882,1097
4.05477,1092
4.06070,1082
4.06665,1088
4.07260,1096
4.07855,1094
4.08448,1091
4.09043,1081
4.09638,1081
4.10233,1077
4.10828,1082
4.11422,1082
4.12017,1081
4.12612,1079
4.13207,1079
4.13800,1078
4.14395,1088
4.14990,1091
4.15585,1105
4.16178,1110
4.16773,1097
4.17368,1116
4.17963,1135
4.18557,1270
4.19152,2089
4.19747,4235
4.20342,5702
4.20935,4503
4.21530,2918
4.22125,2120
4.22720,1736
4.23315,1535
4.23908,1473
4.24503,1508
4.25098,1464
4.25693,1317
4.26287,1241
4.26882,1224
4.27477,1199
4.28072,1184
4.28665,1170
4.29260,1168
4.29855,1167
4.30450,1162
4.31043,1151
4.31638,1143
4.32233,1144
4.32828,1150
4.33422,1178
4.34017,1161
4.34612,1124
4.35207,1129
4.35802,1119
4.36395,1112
4.36990,1130
4.37585,1115
4.38180,1116
4.38773,1118
4.39368,1119
4.39963,1125
4.40558,1127
4.41152,1144
4.41747,1139
4.42342,1123
4.42937,1139
4.43530,1147
4.44125,1169
4.44720,1170
4.45315,1148
4.45908,1134
4.46503,1122
4.47098,1124
4.47693,1137
4.48288,1132
4.48882,1134
4.49477,1136
4.50072,1132
4.50667,938
4.51172,955
4.51678,946
4.52183,948
4.52690,943
4.53197,968
4.53702,985
4.54208,1036
4.54713,1027
4.55220,998
4.55727,985
4.56232,984
4.56738,997
4.57243,1000
4.57750,970
4.58257,958
4.58762,943
4.59268,939
4.59773,942
4.60280,946
4.60787,954
4.61292,946
4.61798,959
4.62303,988
4.62810,1034
4.63317,1096
4.63822,1078
4.64328,1007
4.64833,983
4.65340,996
4.65847,1010
4.66352,1009
4.66858,1003
4.67363,993
4.67870,988
4.68377,980
4.68882,972
4.69388,971
4.69893,975
4.70400,970
4.70907,964
4.71412,966
4.71918,962
4.72423,959
4.72930,960
4.73437,967
4.73942,992
4.74448,1007
4.74953,1028
4.75460,1051
4.75967,1039
4.76472,1012
4.76978,996
4.77483,990
4.77990,980
4.78497,970
4.79002,977
4.79508,985
4.80013,985
4.80520,985
4.81027,985
4.81532,986
4.82038,985
4.82543,998
4.83050,1018
4.83557,1019
4.84062,1021
4.84568,1024
4.85073,1019
4.85580,1016
4.86087,1024
4.86592,1041
4.87098,1099
4.87603,1169
4.88110,1172
4.88617,1089
4.89122,1050
4.89628,1043
4.90133,1036
4.90640,1028
4.91147,1035
4.91652,1040
4.92158,1125
4.92663,2350
4.93170,10066
4.93677,32153
4.94182,59566
4.94688,58877
4.95193,37665
4.95700,21583
4.96207,14700
4.96712,10240
4.97218,7678
4.97723,5785
4.98230,4785
4.98737,4890
4.99242,5592
4.99748,6237
5.00253,6440
5.00760,6226
5.01267,5012
5.01772,3819
5.02278,3213
5.02783,2797
5.03290,2575
5.03797,2374
5.04302,2223
5.04808,2105
5.05313,2015
5.05820,1938
5.06327,1838
5.06832,1774
5.07338,1716
5.07843,1663
5.08350,1596
5.08857,1563
5.09362,1544
5.09868,1483
5.10373,1454
5.10880,1427
5.11387,1369
5.11892,1340
5.12398,1299
5.12903,1285
5.13410,1290
5.13917,1280
5.14422,1254
5.14928,1242
5.15433,1237
5.15940,1241
5.16447,1245
5.16952,1233
5.17458,1211
5.17963,1211
5.18470,1194
5.18977,1177
5.19482,1165
5.19988,1164
5.20493,1175
5.21000,1162
5.21507,1161
5.22012,1185
5.22518,1182
5.23023,1180
5.23530,1193
5.24037,1190
5.24542,1185
5.25048,1167
5.25553,1158
5.26060,1166
5.26567,1150
5.27072,1167
5.27578,1180
5.28083,1213
5.28590,1234
5.29097,1216
5.29602,1214
5.30108,1231
5.30613,1224
5.31120,1195
5.31627,1172
5.32132,1144
5.32638,1133
5.33143,1125
5.33650,1135
5.34157,1151
5.34662,1154
5.35168,1191
5.35673,1221
5.36180,1208
5.36687,1184
5.37192,1162
5.37698,1149
5.38203,1144
5.38710,1147
5.39217,1134
5.39722,1120
5.40228,1122
5.40733,1119
5.41240,1122
5.41747,1105
5.42252,1125
5.42758,1125
5.43263,1124
5.43770,1133
5.44277,1140
5.44782,1130
5.45288,1131
5.45793,1129
5.46300,1142
5.46807,1136
5.47312,1145
5.47818,1147
5.48323,1139
5.48830,1149
5.49337,1143
5.49842,1151
5.50348,1154
5.50853,1141
5.51360,1156
5.51867,1168
5.52372,1168
5.52878,1158
5.53385,1148
5.53890,1144
5.54397,1159
5.54902,1148
5.55408,1156
5.55915,1161
5.56420,1164
5.56927,1163
5.57432,1188
5.57938,1218
5.58445,1288
5.58950,1431
5.59457,1438
5.59962,1353
5.60468,1058
5.60988,1046
5.61507,1039
5.62027,1039
5.62547,1041
5.63065,1038
5.63585,1034
5.64105,1046
5.64623,1061
5.65143,1071
5.65663,1098
5.66183,1121
5.66702,1141
5.67222,1189
5.67742,1277
5.68260,1329
5.68780,1337
5.69300,1357
5.69818,1329
5.70338,1276
5.70858,1252
5.71377,1233
5.71897,1225
5.72417,1220
5.72937,1227
5.73455,1215
5.73975,1218
5.74495,1215
5.75013,1221
5.75533,1214
5.76053,1215
5.76572,1227
5.77092,1224
5.77612,1207
5.78130,1213
5.78650,1212
5.79170,1206
5.79690,1205
5.80208,1212
5.80728,1210
5.81248,1218
5.81767,1231
5.82287,1225
5.82807,1231
5.83325,1243
5.83845,1238
5.84365,1240
5.84883,1241
5.85403,1247
5.85923,1246
5.86443,1247
5.86962,1249
5.87482,1257
5.88002,1248
5.88520,1256
5.89040,1259
5.89560,1266
5.90078,1294
5.90598,1332
5.91118,1474
5.91637,1713
5.92157,2293
5.92677,3479
5.93197,4682
5.93715,4390
5.94235,3459
5.94755,2863
5.95273,2408
5.95793,2110
5.96313,1893
5.96832,1737
5.97352,1629
5.97872,1526
5.98390,1444
5.98910,1407
5.99430,1382
5.99950,1374
6.00468,1358
6.00988,1357
6.01508,1351
6.02027,1348
6.02547,1344
6.03067,1320
6.03585,1319
6.04105,1329
6.04625,1315
6.05143,1310
6.05663,1285
6.06183,1279
6.06703,1276
6.07222,1289
6.07742,1298
6.08262,1397
6.08780,1529
6.09300,1948
6.09820,2997
6.10338,4377
6.10858,4984
6.11378,4218
6.11897,3256
6.12417,2568
6.12937,2121
6.13457,1800
6.13975,1633
6.14495,1538
6.15015,1466
6.15533,1406
6.16053,1400
6.16573,1353
6.17092,1338
6.17612,1313
6.18132,1292
6.18650,1273
